Org Name,Primary Segment,Secondary Segments,Focus,Description,Funding Model,Funding Detail,Website,Problem Area,Problem Topic,Source URL,Match notes
Compiler LLC,GovTech,,,"A small woman-owned software consultancy dedicated to building open-source, human-centered, secure, agile solutions to support the delivery of government services that increase equity of opportunity.",,,https://compiler.la/,Technology & Data,Shared Platforms,https://civictech.guide/compiler-llc,supporting: Building in the private sector | For-profit business / social enterprise / B Corp
Cyber Policy Awards,GovTech,,Federal,"The Institute for Security and Technology (IST), in partnership with the Center for Cybersecurity Policy and Law, is pleased to announce the inaugural edition of The Cyber Policy Awards—an annual gathering of the U.S. cyber policy community to honor and celebrate those who drove significant progress in the preceding year, and to make resolutions for the new year.",,,https://securityandtechnology.org/inaugural-cyber-policy-awards/,Technology & Data,Data Security,https://civictech.guide/cyber-policy-awards,supporting: Cybersecurity | Non-profit / charity / foundation
Deschutes Civic Assembly on Youth Homelessness,Advocacy,,City,"In the Fall of 2024, thirty every-day residents of Deschutes County came together to help find solutions in the region’s first-ever Civic Assembly.",,,https://cocap.us/homelessness/,Participatory Democracy,Democracy Infrastructure,https://civictech.guide/deschutes-civic-assembly-on-youth-homelessness,supporting: Sortition & Citizen Assemblies | Non-profit / charity / foundation
Engaged Cities Community of Practice,Community,,City,Engaged Cities is a community of practice for news organizations with engagement-first approaches to serving U.S. cities.,,,https://www.lenfestinstitute.org/national-solutions-for-local-news/engaged-cities-community-of-practice/,Participatory Democracy,Civic Engagement,https://civictech.guide/engaged-cities-community-of-practice,supporting: Peer networks | Non-profit / charity / foundation
Ethos Labs,GovTech,,,"Led by Abhi Nemani, EthosLabs — a government innovation investment and advisory firm — connects entrepreneurs, governments, and investors to drive the development, adoption, and growth of world-class, public interest technologies in the communities that need them most.",,,https://ethoslabs.us/,Technology & Data,Shared Platforms,https://civictech.guide/ethos-labs,supporting: Civic and social impact companies | For-profit business / social enterprise / B Corp
Fathom,GovTech,,,Fathom text analysis has transformed 25M+ open ended responses into actionable insights for leading agencies and brands.,,,https://www.fathomthat.ai/,Test & Learn,Feedback Loops,https://civictech.guide/fathom,supporting: Surveys & polling
FireGuard Program,Government,GovTech,Federal,"FireGuard uses military satellites with the National Interagency Fire Center, U.S. Forest Service and the National Geospatial-Intelligence Agency’s Firefly capability to detect wildfires, notify authorities, and create products to disseminate to firefighting networks nationwide.",,,https://www.nationalguard.mil/News/Article/3223104/fireguard-program-enhances-national-guard-wildfire-fighting/,Domains,Crisis Response,https://civictech.guide/fireguard-program,supporting: Disaster response and humanitarian tech | Government / public sector
Global Network Initative,Ecosystems,,,"GNI helps companies respect freedom of expression and privacy rights when faced with government pressure to hand over user data, remove content, or restrict communications.",,,https://globalnetworkinitiative.org/,Procurement & Operations,Procurement Reform,https://civictech.guide/global-network-initative,supporting: Trade groups | Non-profit / charity / foundation
Google Public Sector,GovTech,,,Google Cloud's public sector division,,,https://cloud.google.com/blog/topics/public-sector,Technology & Data,Shared Platforms,https://civictech.guide/google-public-sector,supporting: Civic teams at tech companies | For-profit business / social enterprise / B Corp
Housing Data Coalition,Ecosystems,,City,The Housing Data Coalition (HDC) is a group of individuals and organizations who collaborate on their use of public data to further housing justice in New York City.,,,https://www.housingdatanyc.org/,Test & Learn,Scaling What Works,https://civictech.guide/housing-data-coalition,supporting: Partner networks and coalitions | Non-profit / charity / foundation
Institute for Representative Government,Community,,Federal,"The Institute for Representative Government (IRG) was established in 1988 by a group of former Members of Congress as an independent, bipartisan, non-profit organization to provide high level, professional exchange programs for parliamentarians from developing or newly-established democracies.",,,https://irgov.org/,Participatory Democracy,Civic Engagement,https://civictech.guide/institute-for-representative-government,supporting: Peer networks | Non-profit / charity / foundation
Institute for Technology and Civic Leadership,Research,,,The Institute for Technology and Civic Leadership reflects Georgia Tech’s commitment to educating leaders who create new possibilities at the intersection of technology and human flourishing and exploring ways for Georgia Tech scholarship and research to inform pressing societal issues and opportunities.,,,https://news.gatech.edu/news/2026/03/12/new-institute-launches-inaugural-symposium,Test & Learn,Evidence Use,https://civictech.guide/institute-for-technology-and-civic-leadership,supporting: Research and policy centers | Academic / research organization
International Center for Journalists (ICFJ),Community,,,"Journalists in ICFJ's unparalleled network produce news reports that lead to better governments, economies and societies.",,,https://www.icfj.org/,Participatory Democracy,Civic Engagement,https://civictech.guide/international-center-for-journalists-icfj,supporting: Peer networks | Non-profit / charity / foundation
Jacobs Urban Tech Hub at Cornell Tech,Research,,City,"Making cities stronger, fairer, and more resilient through responsible technology.",,,https://urban.tech.cornell.edu/,Test & Learn,Evidence Use,https://civictech.guide/jacobs-urban-tech-hub-at-cornell-tech,supporting: Research and policy centers | Academic / research organization
Keystone Internet Coalition,Advocacy,,,"The Keystone Internet Coalition (KIC) is an informal coalition of nonprofits, agencies, and individuals working to achieve digital equity in Pennsylvania.",,,https://keystoneinternetcoalition.org/,Domains,Broadband & Internet Connectivity,https://civictech.guide/keystone-internet-coalition,supporting: Connectivity | Non-profit / charity / foundation
Lenfest Institute Communities of Practice,Ecosystems,,"State, City",The Lenfest Institute is home to communities of practice serving various types of journalism professionals and organizations.,,,https://www.lenfestinstitute.org/our-work/communities-of-practice/,Test & Learn,Scaling What Works,https://civictech.guide/lenfest-institute-communities-of-practice,supporting: Partner networks and coalitions | Non-profit / charity / foundation
Local Policy Lab (LPL) Network,Community,,City,"The Local Policy Lab (LPL) Network connects cities that are dedicated to protecting and strengthening democracy, advancing resilient and sustainable communities, and improving non-partisan civic engagement.",,,https://www.localpolicylab.org/democracynet,Participatory Democracy,Civic Engagement,https://civictech.guide/local-policy-lab-lpl-network,supporting: Peer networks | Non-profit / charity / foundation
Manhattan Institute for Policy Research,Research,,City,"Manhattan Institute works to keep America and its great cities prosperous, safe, and free.",,,https://www.manhattan-institute.org/,Test & Learn,Evidence Use,https://civictech.guide/manhattan-institute-for-policy-research,supporting: Research and policy centers | Non-profit / charity / foundation
Melted Solids,GovTech,,,Brooklyn-based creative agency behind Zohran Mamdani's campaign socials,,,https://www.meltedsolids.com/,Technology & Data,Shared Platforms,https://civictech.guide/melted-solids,supporting: Civic and social impact companies | For-profit business / social enterprise / B Corp
Meta's Trusted Partners,GovTech,,,"""Bringing local context to our global standards...Our network of Trusted Partners includes over 400 non-governmental organizations, humanitarian agencies, human rights defenders and researchers from 113 countries around the globe.""",,,https://transparency.fb.com/policies/improving/bringing-local-context,Technology & Data,Shared Platforms,https://civictech.guide/metas-trusted-partners,supporting: Civic teams at tech companies | For-profit business / social enterprise / B Corp
MetroLab Network,Ecosystems,,City,"MetroLab Network is a group of 35 city-university partnerships focused on bringing data, analytics, and innovation to city government.",,,https://metrolabnetwork.org/,Test & Learn,Scaling What Works,https://civictech.guide/metrolab-network,supporting: Partner networks and coalitions | Non-profit / charity / foundation
Microsoft CSR Justice Reform Initiative,GovTech,,,The Microsoft Justice Reform Initiative works to empower communities and drive progress towards a more equitable justice system.,,,https://www.microsoft.com/en-us/corporate-responsibility/justice-reform-initiative?SilentAuth=1&wa=wsignin1.0&activetab=pivot_1%3aprimaryr4,Technology & Data,Shared Platforms,https://civictech.guide/microsoft-csr-justice-reform-initiative,supporting: Civic teams at tech companies | For-profit business / social enterprise / B Corp
Municipalism Cohort Fellowship,Fellowships,,City,"The Municipalism Cohort Fellowship is a 12-week online program, beginning on September 16th 2023 and ending December 2nd, that presents radical municipalist theory and practice to grassroots organizers trying to reclaim the right to their cities and self-organize as rebel cities.",,,https://municipalism.org/offerings/cohort-fellowship/,Talent & Hiring,Talent Pipeline,https://civictech.guide/municipalism-cohort-fellowship,supporting: Fellowships | Non-profit / charity / foundation
Mutual Aid NYC,Community,,,A network of neighborhood groups and network builders organizing to provide aid and support to New Yorkers.,,,https://mutualaid.nyc/,Participatory Democracy,Civic Engagement,https://civictech.guide/mutual-aid-nyc,supporting: Peer networks | Grassroots / Indie project
National Democratic Institute (NDI),Philanthropy,,Federal,"The National Democratic Institute is a nonprofit, nonpartisan organization working to support and strengthen democratic institutions worldwide through citizen participation, openness and accountability in government",,,https://www.ndi.org/,Test & Learn,Scaling What Works,https://civictech.guide/national-democratic-institute-ndi,supporting: Funders & donors | Non-profit / charity / foundation
O'Brien Fellowship In Public Service Journalism,Research,Fellowships,,"Backed by Marquette University, the O'Brien Fellowship program helps news professionals dig deep while mentoring student journalists.",,,https://www.marquette.edu/obrien-fellowship/,Talent & Hiring,Talent Pipeline,https://civictech.guide/obrien-fellowship-in-public-service-journalism,supporting: Fellowships | Academic / research organization
Open Cleveland,Community,,City,"Come join developers, designers, data geeks, leaders, and idea-makers who volunteer to help local government and civic orgs adopt open web technologies.",,,https://www.opencleveland.org/,Talent & Hiring,Expert Contribution,https://civictech.guide/open-cleveland,supporting: Civic hacking meetups | Grassroots / Indie project
Open Fresno,Community,,,"A group of coders, designers, government reps, and citizens building a better #Fresno",,,https://openfresno.github.io/,Talent & Hiring,Expert Contribution,https://civictech.guide/open-fresno,supporting: Civic hacking meetups | Grassroots / Indie project
Open Mobility Foundation,Ecosystems,,City,Municipalities across the country have joined together to create a new global non-profit organization called the Open Mobility Foundation to support the development of open-sourced software that provides scalable mobility solutions for cities.,,,https://www.openmobilityfoundation.org/,Test & Learn,Scaling What Works,https://civictech.guide/open-mobility-foundation,supporting: Partner networks and coalitions | Non-profit / charity / foundation
Open Society Foundation,Philanthropy,,,The Open Society Foundations work to build vibrant and tolerant democracies whose governments are accountable to their citizens.,,,https://www.opensocietyfoundations.org/,Test & Learn,Scaling What Works,https://civictech.guide/open-society-foundation,supporting: Funders & donors | Non-profit / charity / foundation
Open Toledo,Community,,,"Open Toledo focuses on civic technology and government technology, technologies that enhance civic engagement and help government run efficiently.",,,https://www.meetup.com/Open-Toledo/,Talent & Hiring,Expert Contribution,https://civictech.guide/open-toledo,supporting: Civic hacking meetups
Open Twin Cities,Community,,City,"A group for civic hackers, innovative government employees, and concerned citizens for the Twin Cities (Minneapolis and Saint Paul) metro area",,,http://www.opentwincities.org/,Talent & Hiring,Expert Contribution,https://civictech.guide/open-twin-cities,supporting: Civic hacking meetups | Grassroots / Indie project
Pathways to Enable Open-Source Ecosystems (POSE),Government,Philanthropy,Federal,"National Science Foundation program supporting the facilitation, creation and growth of open-source ecosystems for the creation of new technology solutions.",,,https://beta.nsf.gov/funding/opportunities/pathways-enable-open-source-ecosystems-pose,Test & Learn,Scaling What Works,https://civictech.guide/pathways-to-enable-open-source-ecosystems-pose,supporting: Funders & donors | Government / public sector
Popular Democracy,Advocacy,Ecosystems,,"Popular Democracy is 50 grassroots organizations across 34 states and DC, who unapologetically demand transformational change for Black, brown and low-income communities. We upend politics as usual to forge a representative, multiracial government and society where we all thrive – no exceptions.",,,https://populardemocracy.org/,Test & Learn,Scaling What Works,https://civictech.guide/popular-democracy,supporting: Partner networks and coalitions | Advocacy organization
PowerSwitch Action,Advocacy,Ecosystems,"Federal, City","PowerSwitch Action is a national community of organizers, strategists, and leaders forging multiracial feminist democracy and economies in our cities and towns.",,,https://www.powerswitchaction.org/,Test & Learn,Scaling What Works,https://civictech.guide/powerswitch-action,supporting: Partner networks and coalitions | Advocacy organization
Project Liberty,Research,,,"Project Liberty is advancing responsible development of the internet, designed and governed for the common good.",,,https://www.projectliberty.io/,Test & Learn,Evidence Use,https://civictech.guide/project-liberty,supporting: Civil society research outfits | Non-profit / charity / foundation
Public Works Office,GovTech,,,"PwO is a technical consultancy that specializes in 0->1 product development and technology enablement in complex stakeholder environments, frequently touching government or the built environment, and often related to innovation and/or user experience-first initiatives.",,,https://www.publicworksoffice.com/,Technology & Data,Shared Platforms,https://civictech.guide/public-works-office,supporting: Building in the private sector | For-profit business / social enterprise / B Corp
Rural Democracy Initiative,Ecosystems,,City,Rural Democracy Initiative builds power toward a thriving democracy and shared prosperity across diverse communities in rural areas and small cities.,,,https://ruraldemocracyinitiative.org/,Test & Learn,Scaling What Works,https://civictech.guide/rural-democracy-initiative,supporting: Partner networks and coalitions | Non-profit / charity / foundation
Smart Cville,Community,,City,Empowering and inspiring civic innovators across central Virginia,,,https://www.smartcville.com/,Talent & Hiring,Expert Contribution,https://civictech.guide/smart-cville,supporting: Civic hacking meetups | Non-profit / charity / foundation
Stanford Impact Labs,Research,,,Center at Stanford University connecting and accelerating work on social problems,,,https://impact.stanford.edu/,Test & Learn,Evidence Use,https://civictech.guide/stanford-impact-labs,supporting: Research and policy centers | Academic / research organization
The Agency Fund,Philanthropy,,,We invest in ideas and organizations that expand human agency.,,,https://www.agency.fund/,Test & Learn,Scaling What Works,https://civictech.guide/the-agency-fund,supporting: Funders & donors | Non-profit / charity / foundation
The Kresge Foundation,Philanthropy,,City,Expanding opportunities in America’s cities,,,https://kresge.org/,Test & Learn,Scaling What Works,https://civictech.guide/the-kresge-foundation,supporting: Funders & donors | Non-profit / charity / foundation
The Movement Cooperative,Ecosystems,,Federal,"By leveraging the collective bargaining power of our members, The Movement Cooperative provides best-in-class data and technology resources that match the needs of progressive organizations at the cheapest possible price point.",,,https://movementcooperative.org/,Test & Learn,Scaling What Works,https://civictech.guide/the-movement-cooperative,supporting: Partner networks and coalitions | Non-profit / charity / foundation
The Policy Lab,Research,,,"The Policy Lab brings together experts from government, universities, and community organizations to collaborate on research tailored to inform decisions about how to improve policies and programs across the state.",,,https://thepolicylab.brown.edu/,Test & Learn,Evidence Use,https://civictech.guide/the-policy-lab,supporting: Research and policy centers | Academic / research organization
The REACH Healthcare Foundation,Philanthropy,,City,The REACH Healthcare Foundation is a charitable organization dedicated to improving health coverage and access to affordable healthcare for uninsured and medically underserved communities in a six-county service area in Kansas and Missouri.,,,https://reachhealth.org/,Test & Learn,Scaling What Works,https://civictech.guide/the-reach-healthcare-foundation,supporting: Funders & donors | Non-profit / charity / foundation
The United States of Technologists,Research,Ecosystems,Federal,"A new initiative from the Tech Talent Project and AnitaB.org to bring 10,000 technologists into the public sector across state, local, and federal government by the end of 2021",,,https://www.usoftech.org/,Talent & Hiring,Hiring Process,https://civictech.guide/the-united-states-of-technologists,supporting: Find a job or hire someone | Academic / research organization
Two Sigma Data Clinic,Community,,,"Our pro bono teams of data scientists and engineers harness the power of data and technology to help nonprofits, government agencies, and academic institutions have greater impact on the communities they serve",,,https://dataclinic.twosigma.com/,Talent & Hiring,Expert Contribution,https://civictech.guide/two-sigma-data-clinic,supporting: Pro bono and volunteer | For-profit business / social enterprise / B Corp
Uber data-sharing with governments,GovTech,,,The ride-hailing company is working with DC to share data—and the much coveted curb.,,,https://www.wired.com/story/uber-nacto-data-sharing/,Domains,Housing & Land Use,https://civictech.guide/uber-data-sharing-with-governments,supporting: Urban planning | For-profit business / social enterprise / B Corp
Upstatement,Digital Services & Consulting,,,We build digital brands and products for the future of government. A digital brand and product design studio,,,https://www.upstatement.com/,Service Delivery,Service Design,https://civictech.guide/upstatement,supporting: Social impact design firms | For-profit business / social enterprise / B Corp
Urban Ocean Lab,GovTech,,City,"Urban Ocean Lab cultivates rigorous, creative, equitable, and practical climate and ocean policy for the future of coastal cities.",,,https://urbanoceanlab.org/,Domains,Crisis Response,https://civictech.guide/urban-ocean-lab,supporting: Disaster response and humanitarian tech | Non-profit / charity / foundation
US GSA Office of Evaluation Sciences,Government,Research,Federal,"Based at the General Services Administration (GSA), OES is a team of interdisciplinary experts that works across government to help agencies build and use evidence.",,,https://oes.gsa.gov,Test & Learn,Outcomes Measurement,https://civictech.guide/us-gsa-office-of-evaluation-sciences,supporting: Evaluate impact | Government / public sector
Voice of the People's Policymaking Simulations,Research,,,Voice Of the People (VOP) is a nonpartisan organization working to re-anchor our democracy in its founding principles by giving ‘We the People’ a greater and more effective voice in government.,,,https://vop.org/policymaking-simulations/,Participatory Democracy,Democracy Infrastructure,https://civictech.guide/voice-of-the-peoples-policymaking-simulations,supporting: Democratic Innovations | Non-profit / charity / foundation
What Works Cities Certification,Research,,"Federal, City","What Works Cities Certification Is The National Standard Of Excellence For Well-managed, Data-driven Local Government.",,,https://whatworkscities.bloomberg.org/why-certify/,Test & Learn,Outcomes Measurement,https://civictech.guide/what-works-cities-certification,supporting: Evaluate impact | Non-profit / charity / foundation
Whole Whale,Research,,,"B Corp digital agency that leverages data and tech to increase the impact of social impact organizations. We provide analytics, content marketing, and advertising services to socially conscious companies and nonprofits.",,,https://www.wholewhale.com/,Test & Learn,Outcomes Measurement,https://civictech.guide/whole-whale,supporting: Evaluate impact | For-profit business / social enterprise / B Corp
